,query,initial label,predicted label
13934,is it okay if i change your name to mud,calories,change_ai_name
13953,i want to change the name i call you to juan,roll_dice,change_ai_name
13954,you need to respond to a new name called joey,change_ai_name,change_user_name
13956,change your settings so that your respond to the name marion,improve_credit_score,change_user_name
13957,let me call you fred,share_location,change_ai_name
13958,you will be called rose from now on,change_ai_name,change_user_name
13963,x is your new nickname,change_ai_name,change_user_name
13971,can i change your name to buttercup,rewards_balance,change_ai_name
13973,could i please change your name to alicia,transactions,change_ai_name
13988,can you go by a different name,shopping_list_update,change_user_name
13997,when were you created,how_old_are_you,who_made_you
13999,when did you come to exist,how_old_are_you,where_are_you_from
14007,how many years has al been on earth,traffic,how_old_are_you
14009,what is your birth date,how_old_are_you,date
14010,where's your place of birth,how_old_are_you,where_are_you_from
14011,where did you grow up,how_old_are_you,where_are_you_from
14042,how old are you now,smart_home,how_old_are_you
14048,"how old are you, again",cancel,repeat
14051,what is your creation date,how_old_are_you,date
14059,what is the age of the ai,accept_reservations,how_old_are_you
14085,what's your age,pto_request,how_old_are_you
14086,when did you originate,how_old_are_you,where_are_you_from
14090,tell me your age please,flip_coin,how_old_are_you
14091,tell me your birthday,how_old_are_you,what_are_your_hobbies
14100,please help me book a rental car for nashville,todo_list,car_rental
14103,where can i rent a car in boston,new_card,car_rental
14129,find me a rental car from 2/28 - 3/1 in reno,book_hotel,car_rental
14138,"i'd like to rent a limo in las vegas from may 01, 2019 to may 03, 2019",application_status,car_rental
14144,can a car be rented from tuesday to thursday out of lax,order_status,car_rental
14158,i would like some help getting a rental car reserved in los angeles,thank_you,car_rental
14170,could i rent a car in seattle from next monday to thursday please,restaurant_suggestion,car_rental
14172,is it possible to rent a car from new york on 3/2/19 to 3/5/19,reminder,car_rental
14182,i need to do a car rental,cancel_reservation,car_rental
14190,please book a car for me in bangkok,accept_reservations,car_rental
14193,what do i do if my car battery is dead,alarm,jump_start
14195,how can i replace my car battery,how_old_are_you,jump_start
14199,whats the best way to jump start a battery,greeting,jump_start
14214,please assist me in figuring out how to handle a dead car battery,apr,jump_start
14218,where should i go to get my dead car battery checked out,shopping_list_update,jump_start
14220,inform me on the directions to jump start my car,mpg,jump_start
14229,i need diy info about jump starting my dead car battery,restaurant_reviews,jump_start
14236,can you tell me how to jump start the car,timezone,jump_start
14253,"if my car battery is dead, what action do i need to do",restaurant_suggestion,jump_start
14264,"my car needs jump started, find me directions",car_rental,jump_start
14307,give me italian meal ideas,redeem_rewards,meal_suggestion
14311,please suggest meals from italy to me,flight_status,meal_suggestion
14313,got any good dinner ideas,cancel,meal_suggestion
14323,i'd like to get dinner suggestions for thai food,meal_suggestion,restaurant_suggestion
14324,get me italian cuisine dinner suggestions,meal_suggestion,restaurant_suggestion
14327,what's the pizza like around here,meal_suggestion,restaurant_suggestion
14328,what's the best pizza place around here,meal_suggestion,restaurant_suggestion
14329,how tasty is the pizza here,meal_suggestion,restaurant_reviews
14332,i need a mexican meal suggesstion,whisper_mode,meal_suggestion
14337,"i can't decide on dinner, what do you suggest",meal_suggestion,restaurant_suggestion
14345,do you have any good recommendations for swiss cuisine,account_blocked,restaurant_suggestion
14346,i'm looking for a good suggestion for norse cuisine,meal_suggestion,restaurant_suggestion
14348,i'm looking for italian food suggestions,meal_suggestion,restaurant_suggestion
14361,what food from italy do you suggest,meal_suggestion,restaurant_suggestion
14370,look up a recipe for dinner to suggest to me,meal_suggestion,recipe
14378,please provide an option for dinner,meal_suggestion,restaurant_suggestion
14379,i would like to hear what ideas you have about making dinner tonight,direct_deposit,meal_suggestion
14384,suggest a meal from india to me,directions,meal_suggestion
14385,suggest a meal from new york to me,carry_on,meal_suggestion
14388,let me pick your brain what do you think we should do for dinner tonight,travel_alert,restaurant_suggestion
14401,tell me how to make chow mein,change_user_name,recipe
14404,what is a good beef recipe,car_rental,recipe
14409,what is needed you to cook apple pie,recipe,ingredients_list
14410,do you know what are the ingredients to make apple pie,apr,ingredients_list
14411,do you know recipe for making apple pie,find_phone,recipe
14418,search for a macaroni and cheese recipe,change_user_name,recipe
14425,can you give me a recipe for german chocolate cake,shopping_list_update,recipe
14464,tell me how to make beef wellington,next_holiday,recipe
14466,find me a recipe for teriyaki chicken,play_music,recipe
14482,what's the way to make apple pie,time,recipe
14495,i need you to tell me my salary,oil_change_when,income
14505,i want income data,distance,income
14511,how much have i earned this week,translate,income
14518,advise me of my income,credit_limit,income
14520,tell me my income,meaning_of_life,income
14522,how much should my income be for the month,change_accent,income
14527,how much do i make every 2 weeks,income,payday
14529,how much am i getting back from work,income,payday
14535,how much am i getting paid today,income,payday
14536,what's my paycheck going to be,balance,payday
14555,what is my current gross salary,do_you_have_pets,income
14557,how much money was deposited to my bank account from my employer this month,income,direct_deposit
14583,what do i earn on average at my job,food_last,income
14591,i would like to know my income,international_visa,income
14595,"i need some more lysol, could you order me some",account_blocked,order
14600,i want my entire shopping list ordered,order,shopping_list
14602,get my entire shopping list ordered,order,shopping_list
14604,take my shopping list and order all,order,shopping_list_update
14605,send the order for my entire shopping list,order,shopping_list
14606,add everything to my shopping cart,order,shopping_list_update
14608,buy everything on my list,order,shopping_list
14609,please order everything you see on my shopping list,share_location,shopping_list
14610,go shopping and order everything on the list,order,shopping_list
14611,are you able to get my shopping list and order everything on it,order,shopping_list_update
14612,could you get everything on my shopping list,order,shopping_list
14613,i need everything ordered on my shopping list,maybe,shopping_list
14615,i'd like to have everything on my shopping list,order,shopping_list
14617,get everything on my shopping list,order,shopping_list
14620,i need everything on my shopping list,order,shopping_list
14622,i want everything on my shopping list,order,shopping_list
14625,please get everything on my shopping list,order,shopping_list
14626,i need you to order all the things on my shopping list,order,shopping_list_update
14627,i want everything on my shopping list to be ordered,order,shopping_list
14628,please order me everything that is on my shopping list,find_phone,shopping_list
14630,i would like everything on my shopping list ordered,order,shopping_list_update
14635,i would like all of these things on my shopping list ordered,order,shopping_list_update
14636,put in the order for everything on my shopping list,order,shopping_list_update
14638,i'm ready to put in the order for everything on my shopping list,order,shopping_list
14639,go ahead and order everything on my shoping list,order,shopping_list
14643,"order some cat for me, i ran out",report_lost_card,order_checks
14648,submit the order for everything on my shopping list,order,shopping_list_update
14649,can you buy something from walmartcom for me,order,shopping_list
14652,can you order everything on my shopping list,order,shopping_list_update
14664,i need you to buy a laptop,order,shopping_list_update
14665,i'd like to buy some cooking pans,order,shopping_list
14666,i'd like to have everything on the shopping list,change_user_name,shopping_list
14668,buy all the things on the shopping list,interest_rate,shopping_list
14669,i want all the things on the shopping list,order,shopping_list
14670,i need to buy everything on the shopping list,order,shopping_list
14672,purchase all the things on my shopping list,order,shopping_list
14682,i need a replacement phone charger ordered online,timer,order
14687,would you order everything on my shopping list,order,shopping_list
14688,i need everything on my shopping list to be ordered,order,shopping_list_update
14690,i want everything on my shopping list ordered,order,shopping_list_update
14692,i want you to order everything on my shopping list,insurance_change,shopping_list
14701,what is the traffic like on the way to north shore,change_volume,traffic
14703,what is the traffic like on the way to kaneohe,no,traffic
14712,how clogged are the streets before the stadium,credit_limit,traffic
14715,is there gridlock on the street up to the stadium,shopping_list_update,traffic
14719,what's the traffic like on the way to the amusement park,carry_on,traffic
14724,tell me the traffic at lexington,income,traffic
14739,i must know what the traffic typically like at 3:30 on the route to phoenix,card_declined,traffic
14743,i need ti know the traffic in tempe,insurance,traffic
14747,i need to know what the traffic is like on the way to phoenix,pto_request_status,traffic
14763,how's highway traffic today,where_are_you_from,traffic
14798,can i get more checks,report_fraud,order_checks
14801,i need new checks,what_are_your_hobbies,order_checks
14816,i'd like to order more checks for my savings account,shopping_list_update,order
14817,i need to order more checks for my savings account,goodbye,order_checks
14827,i would like to get some more checkbooks mailed to me,definition,order_checks
14833,i do need to get some more checkbooks mailed to me,carry_on,order_checks
14867,how can i get more checks for my commerce bank checking account,rewards_balance,order_checks
14870,"i'm out of checks, please order new ones",plug_type,order_checks
14879,will i be able to order for more checkbooks for my chase bank account,calendar,order_checks
14890,can you order new checks for my citizens checking,yes,order_checks
14896,why did my card not get accepted please,traffic,card_declined
14903,i need to know why my card was just declined at walgreen's,order_status,card_declined
14912,do i have enough funds in my card,card_declined,balance
14923,can you tell me why walmart declined my card,bill_due,card_declined
14926,at target trying to buy a mug and my card was declined,confirm_reservation,card_declined
14929,why was my card not accepted yesterday,rewards_balance,card_declined
14962,i was buying qtips today at walmart and my card got declined,jump_start,card_declined
14975,i was at whole foods trying to buy groceries and my card got declined,interest_rate,card_declined
14980,my card was malfunctioning and was returned to me,card_declined,damaged_card
14990,find out what happened to make my card get declined yesterday,calendar_update,card_declined
14991,why was my card declined at safeway,plug_type,card_declined
14993,what is the formula for the circumference of a circle,roll_dice,calculator
14994,what are some ways to reduce spending,plug_type,improve_credit_score
14998,how much money does radiohead earn a year,translate,income
